1.000000	0.000000	0.000000	0.000000	
0.000000	1.000000	0.000000	0.000000	
0.000000	0.000000	1.000000	0.000000	
0.000000	0.000000	0.000000	1.000000	


1.000000	0.000000	0.000000	0.000000	
0.000000	1.000000	0.000000	0.000000	
0.000000	0.000000	1.000000	0.000000	
0.000000	0.000000	0.000000	1.000000	


0.999997	-0.002583	0.000081	0.000000	
0.002584	0.999725	-0.023317	0.000000	
-0.000021	0.023317	0.999728	0.000000	
-0.003876	-1.499588	0.034976	1.000000	


0.999997	-0.002583	0.000081	0.000000	
0.002584	0.999725	-0.023317	0.000000	
-0.000021	0.023317	0.999728	0.000000	
-0.004148	-1.604632	0.037425	1.000000	


0.999997	-0.002583	0.000081	0.000000	
0.002584	0.999725	-0.023317	0.000000	
-0.000021	0.023317	0.999728	0.000000	
-0.004148	-1.604632	0.037425	1.000000	


