1.000000	0.000000	0.000000	0.000000	
0.000000	1.000000	0.000000	0.000000	
0.000000	0.000000	1.000000	0.000000	
0.000000	0.000000	0.000000	1.000000	


1.000000	0.000000	0.000000	0.000000	
0.000000	1.000000	0.000000	0.000000	
0.000000	0.000000	1.000000	0.000000	
0.000000	0.000000	0.000000	1.000000	


0.999992	-0.003873	0.000131	0.000000	
0.003870	0.999804	0.019440	0.000000	
-0.000207	-0.019440	0.999811	0.000000	
-0.005805	-1.499706	-0.029160	1.000000	


0.999992	-0.003873	0.000131	0.000000	
0.003870	0.999804	0.019440	0.000000	
-0.000207	-0.019440	0.999811	0.000000	
-0.007726	-1.996018	-0.038810	1.000000	


