1.000000	0.000000	0.000000	0.000000	
0.000000	1.000000	0.000000	0.000000	
0.000000	0.000000	1.000000	0.000000	
0.000000	0.000000	0.000000	1.000000	


1.000000	0.000000	0.000000	0.000000	
0.000000	1.000000	0.000000	0.000000	
0.000000	0.000000	1.000000	0.000000	
0.000000	0.000000	0.000000	1.000000	


0.999375	-0.035353	0.000004	0.000000	
0.034819	0.984309	0.172985	0.000000	
-0.006119	-0.172877	0.984924	0.000000	
-0.052228	-1.476463	-0.259477	1.000000	


0.999375	-0.035353	0.000004	0.000000	
0.034819	0.984309	0.172985	0.000000	
-0.006119	-0.172877	0.984924	0.000000	
-0.052228	-1.476463	-0.259477	1.000000	


0.999375	-0.035353	0.000004	0.000000	
0.034819	0.984309	0.172985	0.000000	
-0.006119	-0.172877	0.984924	0.000000	
-0.052228	-1.476463	-0.259477	1.000000	


