1.000000	0.000000	0.000000	0.000000	
0.000000	1.000000	0.000000	0.000000	
0.000000	0.000000	1.000000	0.000000	
0.000000	0.000000	0.000000	1.000000	


1.000000	0.000000	0.000000	0.000000	
0.000000	1.000000	0.000000	0.000000	
0.000000	0.000000	1.000000	0.000000	
0.000000	0.000000	0.000000	1.000000	


0.999992	0.004032	0.000020	0.000000	
-0.004031	0.999966	-0.007244	0.000000	
-0.000049	0.007244	0.999973	0.000000	
0.006047	-1.499949	0.010866	1.000000	


0.999992	0.004032	0.000020	0.000000	
-0.004031	0.999966	-0.007244	0.000000	
-0.000049	0.007244	0.999973	0.000000	
0.010047	-2.492293	0.018055	1.000000	


0.999992	0.004032	0.000020	0.000000	
-0.004031	0.999966	-0.007244	0.000000	
-0.000049	0.007244	0.999973	0.000000	
0.010047	-2.492293	0.018055	1.000000	


