1.000000	0.000000	0.000000	0.000000	
0.000000	1.000000	0.000000	0.000000	
0.000000	0.000000	1.000000	0.000000	
0.000000	0.000000	0.000000	1.000000	


1.000000	0.000000	0.000000	0.000000	
0.000000	1.000000	0.000000	0.000000	
0.000000	0.000000	1.000000	0.000000	
0.000000	0.000000	0.000000	1.000000	


1.000000	-0.001003	-0.000022	0.000000	
0.001003	0.999929	-0.011857	0.000000	
0.000034	0.011857	0.999929	0.000000	
-0.001505	-1.499894	0.017786	1.000000	


1.000000	-0.001003	-0.000022	0.000000	
0.001003	0.999929	-0.011857	0.000000	
0.000034	0.011857	0.999929	0.000000	
-0.001565	-1.560069	0.018499	1.000000	


1.000000	-0.001003	-0.000022	0.000000	
0.001003	0.999929	-0.011857	0.000000	
0.000034	0.011857	0.999929	0.000000	
-0.001565	-1.560069	0.018499	1.000000	


