1.000000	0.000000	0.000000	0.000000	
0.000000	1.000000	0.000000	0.000000	
0.000000	0.000000	1.000000	0.000000	
0.000000	0.000000	0.000000	1.000000	


1.000000	0.000000	0.000000	0.000000	
0.000000	1.000000	0.000000	0.000000	
0.000000	0.000000	1.000000	0.000000	
0.000000	0.000000	0.000000	1.000000	


0.999997	0.002561	-0.000026	0.000000	
-0.002559	0.999465	0.032599	0.000000	
0.000110	-0.032599	0.999468	0.000000	
0.003838	-1.499197	-0.048898	1.000000	


0.999997	0.002561	-0.000026	0.000000	
-0.002559	0.999465	0.032599	0.000000	
0.000110	-0.032599	0.999468	0.000000	
0.005807	-2.267884	-0.073970	1.000000	


0.999997	0.002561	-0.000026	0.000000	
-0.002559	0.999465	0.032599	0.000000	
0.000110	-0.032599	0.999468	0.000000	
0.005807	-2.267884	-0.073970	1.000000	


